modelo,AUC,especificidade,sensibilidade,fpr,n,presencas,background,rotulo
GAM,0.8246927198235109,0.30538922155688625,0.9736842105263158,0.6946107784431137,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.3023952095808383,0.9736842105263158,0.6976047904191617,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.2994011976047904,0.9736842105263158,0.7005988023952097,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.2964071856287425,0.9736842105263158,0.7035928143712575,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.2934131736526946,0.9736842105263158,0.7065868263473054,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.2904191616766467,0.9736842105263158,0.7095808383233533,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.2874251497005988,0.9736842105263158,0.7125748502994012,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.2844311377245509,0.9736842105263158,0.715568862275449,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.281437125748503,0.9736842105263158,0.718562874251497,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.27844311377245506,0.9736842105263158,0.721556886227545,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.2754491017964072,0.9736842105263158,0.7245508982035929,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.27245508982035926,0.9736842105263158,0.7275449101796407,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.2694610778443114,0.9736842105263158,0.7305389221556886,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.26646706586826346,0.9736842105263158,0.7335329341317365,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.2634730538922156,0.9736842105263158,0.7365269461077844,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.26047904191616766,0.9736842105263158,0.7395209580838323,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.25748502994011974,0.9736842105263158,0.7425149700598803,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.25449101796407186,0.9736842105263158,0.7455089820359282,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.25149700598802394,0.9736842105263158,0.7485029940119761,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.24850299401197604,0.9736842105263158,0.7514970059880239,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.24550898203592814,0.9736842105263158,0.7544910179640718,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.24251497005988024,0.9736842105263158,0.7574850299401198,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.23952095808383234,0.9736842105263158,0.7604790419161677,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.23652694610778444,0.9736842105263158,0.7634730538922155,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.23353293413173654,0.9736842105263158,0.7664670658682635,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.23053892215568864,0.9736842105263158,0.7694610778443114,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.23053892215568864,1,0.7694610778443114,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.2275449101796407,1,0.7724550898203593,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.2245508982035928,1,0.7754491017964071,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.2215568862275449,1,0.7784431137724551,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.218562874251497,1,0.781437125748503,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.2155688622754491,1,0.7844311377245509,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.2125748502994012,1,0.7874251497005988,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.20958083832335328,1,0.7904191616766467,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.20658682634730538,1,0.7934131736526946,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.20359281437125748,1,0.7964071856287425,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.20059880239520958,1,0.7994011976047904,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.19760479041916168,1,0.8023952095808383,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.19461077844311378,1,0.8053892215568862,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.19161676646706588,1,0.8083832335329342,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.18862275449101795,1,0.811377245508982,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.18562874251497005,1,0.8143712574850299,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.18263473053892215,1,0.8173652694610778,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.17964071856287425,1,0.8203592814371258,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.17664670658682635,1,0.8233532934131736,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.17365269461077845,1,0.8263473053892215,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.17065868263473055,1,0.8293413173652695,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.16766467065868262,1,0.8323353293413174,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.16467065868263472,1,0.8353293413173652,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.16167664670658682,1,0.8383233532934131,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.15868263473053892,1,0.8413173652694611,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.15568862275449102,1,0.844311377245509,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.15269461077844312,1,0.8473053892215568,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.1497005988023952,1,0.8502994011976048,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.1467065868263473,1,0.8532934131736527,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.1437125748502994,1,0.8562874251497006,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.1407185628742515,1,0.8592814371257484,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.1377245508982036,1,0.8622754491017964,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.1347305389221557,1,0.8652694610778443,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.1317365269461078,1,0.8682634730538922,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.12874251497005987,1,0.8712574850299402,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.12574850299401197,1,0.874251497005988,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.12275449101796407,1,0.8772455089820359,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.11976047904191617,1,0.8802395209580838,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.11676646706586827,1,0.8832335329341318,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.11377245508982035,1,0.8862275449101796,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.11077844311377245,1,0.8892215568862275,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.10778443113772455,1,0.8922155688622755,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.10479041916167664,1,0.8952095808383234,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.10179640718562874,1,0.8982035928143712,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.09880239520958084,1,0.9011976047904191,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.09580838323353294,1,0.9041916167664671,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.09281437125748503,1,0.907185628742515,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.08982035928143713,1,0.9101796407185628,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.08682634730538923,1,0.9131736526946108,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.08383233532934131,1,0.9161676646706587,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.08083832335329341,1,0.9191616766467066,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.07784431137724551,1,0.9221556886227544,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.0748502994011976,1,0.9251497005988024,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.0718562874251497,1,0.9281437125748503,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.0688622754491018,1,0.9311377245508982,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.0658682634730539,1,0.9341317365269461,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.06287425149700598,1,0.937125748502994,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.059880239520958084,1,0.9401197604790419,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.05688622754491018,1,0.9431137724550899,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.05389221556886228,1,0.9461077844311377,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.05089820359281437,1,0.9491017964071856,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.04790419161676647,1,0.9520958083832335,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.04491017964071856,1,0.9550898203592815,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.041916167664670656,1,0.9580838323353293,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.038922155688622756,1,0.9610778443113772,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.03592814371257485,1,0.9640718562874252,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.03293413173652695,1,0.9670658682634731,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.029940119760479042,1,0.9700598802395209,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.02694610778443114,1,0.9730538922155688,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.023952095808383235,1,0.9760479041916168,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.020958083832335328,1,0.9790419161676647,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.017964071856287425,1,0.9820359281437125,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.014970059880239521,1,0.9850299401197605,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.011976047904191617,1,0.9880239520958084,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.008982035928143712,1,0.9910179640718563,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.005988023952095809,1,0.9940119760479041,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0.0029940119760479044,1,0.9970059880239521,372,38,334,GAM (AUC = 0.825)
GAM,0.8246927198235109,0,1,1,372,38,334,GAM (AUC = 0.825)
GLM,0.8395052001260637,1,0,0,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,1,0.02631578947368421,0,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,1,0.05263157894736842,0,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9970059880239521,0.05263157894736842,0.0029940119760478723,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9970059880239521,0.07894736842105263,0.0029940119760478723,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9970059880239521,0.10526315789473684,0.0029940119760478723,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9970059880239521,0.13157894736842105,0.0029940119760478723,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9970059880239521,0.15789473684210525,0.0029940119760478723,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9970059880239521,0.18421052631578946,0.0029940119760478723,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9970059880239521,0.21052631578947367,0.0029940119760478723,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9940119760479041,0.21052631578947367,0.005988023952095856,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9910179640718563,0.21052631578947367,0.008982035928143728,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9880239520958084,0.21052631578947367,0.0119760479041916,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9850299401197605,0.21052631578947367,0.014970059880239472,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9820359281437125,0.21052631578947367,0.017964071856287456,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9820359281437125,0.23684210526315788,0.017964071856287456,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9790419161676647,0.23684210526315788,0.020958083832335328,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9760479041916168,0.23684210526315788,0.0239520958083832,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9730538922155688,0.23684210526315788,0.026946107784431184,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9700598802395209,0.23684210526315788,0.029940119760479056,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9700598802395209,0.2631578947368421,0.029940119760479056,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9670658682634731,0.2631578947368421,0.03293413173652693,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9640718562874252,0.2631578947368421,0.0359281437125748,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9610778443113772,0.2631578947368421,0.038922155688622784,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9610778443113772,0.2894736842105263,0.038922155688622784,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9610778443113772,0.3157894736842105,0.038922155688622784,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9610778443113772,0.34210526315789475,0.038922155688622784,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9610778443113772,0.3684210526315789,0.038922155688622784,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9610778443113772,0.39473684210526316,0.038922155688622784,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9580838323353293,0.39473684210526316,0.041916167664670656,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9550898203592815,0.39473684210526316,0.04491017964071853,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9520958083832335,0.39473684210526316,0.04790419161676651,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9491017964071856,0.39473684210526316,0.050898203592814384,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9461077844311377,0.39473684210526316,0.053892215568862256,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9431137724550899,0.39473684210526316,0.05688622754491013,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9401197604790419,0.39473684210526316,0.05988023952095811,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.937125748502994,0.39473684210526316,0.06287425149700598,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9341317365269461,0.39473684210526316,0.06586826347305386,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9341317365269461,0.42105263157894735,0.06586826347305386,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9311377245508982,0.4473684210526316,0.06886227544910184,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9281437125748503,0.4473684210526316,0.07185628742514971,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9281437125748503,0.47368421052631576,0.07185628742514971,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9251497005988024,0.47368421052631576,0.07485029940119758,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9221556886227545,0.47368421052631576,0.07784431137724546,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9191616766467066,0.47368421052631576,0.08083832335329344,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9161676646706587,0.47368421052631576,0.08383233532934131,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9131736526946108,0.47368421052631576,0.08682634730538918,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9101796407185628,0.47368421052631576,0.08982035928143717,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.907185628742515,0.47368421052631576,0.09281437125748504,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9041916167664671,0.47368421052631576,0.09580838323353291,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.9011976047904192,0.47368421052631576,0.09880239520958078,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.8982035928143712,0.47368421052631576,0.10179640718562877,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.8952095808383234,0.47368421052631576,0.10479041916167664,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.8922155688622755,0.47368421052631576,0.10778443113772451,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.8892215568862275,0.47368421052631576,0.1107784431137725,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.8862275449101796,0.47368421052631576,0.11377245508982037,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.8832335329341318,0.47368421052631576,0.11676646706586824,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.8802395209580839,0.47368421052631576,0.11976047904191611,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.8802395209580839,0.5,0.11976047904191611,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.8772455089820359,0.5,0.1227544910179641,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.874251497005988,0.5,0.12574850299401197,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.8712574850299402,0.5,0.12874251497005984,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.8712574850299402,0.5263157894736842,0.12874251497005984,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.8712574850299402,0.5526315789473685,0.12874251497005984,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.8682634730538922,0.5526315789473685,0.13173652694610782,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.8682634730538922,0.5789473684210527,0.13173652694610782,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.8652694610778443,0.5789473684210527,0.1347305389221557,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.8622754491017964,0.5789473684210527,0.13772455089820357,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.8622754491017964,0.6052631578947368,0.13772455089820357,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.8622754491017964,0.631578947368421,0.13772455089820357,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.8592814371257484,0.631578947368421,0.14071856287425155,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.8562874251497006,0.631578947368421,0.14371257485029942,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.8532934131736527,0.631578947368421,0.1467065868263473,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.8502994011976048,0.631578947368421,0.14970059880239517,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.8473053892215568,0.631578947368421,0.15269461077844315,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.844311377245509,0.631578947368421,0.15568862275449102,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.844311377245509,0.6578947368421053,0.15568862275449102,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.844311377245509,0.6842105263157895,0.15568862275449102,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.8413173652694611,0.6842105263157895,0.1586826347305389,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.8383233532934131,0.6842105263157895,0.16167664670658688,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.8353293413173652,0.6842105263157895,0.16467065868263475,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.8353293413173652,0.7105263157894737,0.16467065868263475,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.8323353293413174,0.7105263157894737,0.16766467065868262,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.8293413173652695,0.7105263157894737,0.1706586826347305,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.8263473053892215,0.7105263157894737,0.17365269461077848,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.8233532934131736,0.7105263157894737,0.17664670658682635,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.8203592814371258,0.7105263157894737,0.17964071856287422,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.8173652694610778,0.7105263157894737,0.1826347305389222,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.8143712574850299,0.7105263157894737,0.18562874251497008,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.811377245508982,0.7105263157894737,0.18862275449101795,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.8083832335329342,0.7105263157894737,0.19161676646706582,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.8053892215568862,0.7105263157894737,0.1946107784431138,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.8023952095808383,0.7105263157894737,0.19760479041916168,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.7994011976047904,0.7105263157894737,0.20059880239520955,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.7964071856287425,0.7105263157894737,0.20359281437125754,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.7934131736526946,0.7105263157894737,0.2065868263473054,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.7934131736526946,0.7368421052631579,0.2065868263473054,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.7904191616766467,0.7368421052631579,0.20958083832335328,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.7904191616766467,0.7631578947368421,0.20958083832335328,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.7874251497005988,0.7631578947368421,0.21257485029940115,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.7844311377245509,0.7631578947368421,0.21556886227544914,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.781437125748503,0.7631578947368421,0.218562874251497,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.7784431137724551,0.7631578947368421,0.22155688622754488,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.7754491017964071,0.7631578947368421,0.22455089820359286,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.7724550898203593,0.7631578947368421,0.22754491017964074,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.7724550898203593,0.7894736842105263,0.22754491017964074,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.7694610778443114,0.7894736842105263,0.2305389221556886,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.7664670658682635,0.7894736842105263,0.23353293413173648,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.7634730538922155,0.7894736842105263,0.23652694610778446,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.7604790419161677,0.7894736842105263,0.23952095808383234,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.7574850299401198,0.7894736842105263,0.2425149700598802,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.7544910179640718,0.7894736842105263,0.2455089820359282,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.7514970059880239,0.7894736842105263,0.24850299401197606,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.7485029940119761,0.7894736842105263,0.25149700598802394,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.7455089820359282,0.7894736842105263,0.2544910179640718,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.7425149700598802,0.7894736842105263,0.2574850299401198,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.7395209580838323,0.7894736842105263,0.26047904191616766,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.7395209580838323,0.8157894736842105,0.26047904191616766,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.7365269461077845,0.8157894736842105,0.26347305389221554,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.7335329341317365,0.8157894736842105,0.2664670658682635,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.7305389221556886,0.8157894736842105,0.2694610778443114,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.7275449101796407,0.8157894736842105,0.27245508982035926,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.7245508982035929,0.8157894736842105,0.27544910179640714,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.7215568862275449,0.8157894736842105,0.2784431137724551,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.718562874251497,0.8157894736842105,0.281437125748503,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.7155688622754491,0.8157894736842105,0.28443113772455086,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.7125748502994012,0.8157894736842105,0.28742514970059885,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.7095808383233533,0.8157894736842105,0.2904191616766467,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.7065868263473054,0.8157894736842105,0.2934131736526946,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.7035928143712575,0.8157894736842105,0.29640718562874246,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.7005988023952096,0.8157894736842105,0.29940119760479045,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.6976047904191617,0.8157894736842105,0.3023952095808383,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.6946107784431138,0.8157894736842105,0.3053892215568862,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.6916167664670658,0.8157894736842105,0.3083832335329342,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.688622754491018,0.8157894736842105,0.31137724550898205,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.6856287425149701,0.8157894736842105,0.3143712574850299,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.6826347305389222,0.8157894736842105,0.3173652694610778,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.6796407185628742,0.8157894736842105,0.3203592814371258,372,38,334,GLM (AUC = 0.84)
GLM,0.8395052001260637,0.6766467065868264,0.8157894736842105,0.32335329341317365,372,38,334,GLM (AUC = 0.84)
